Schedule,Paragraph,Description,H-S Extra,Specific_HS,Units_HS,Ad_Valorem_HS,Extra,Specific_Geneva,Units_Geneva,Ad_Valorem_Geneva,Specific_Annecy,Units_Annecy,Ad_Valorem_Annecy,Specific_Torquay,Units_Torquay,Ad_Valorem_Torquay
11,,Over $12,,,,,and 8 cents per article,30,1,30,,,,30,1,30
11,,"Other, not pulled or stamped, valued over 50 cents per pound",,,,,,,,,25,1,55,25,1,55
11,1116.a,"Aubusson, Axminster, oriental, Savon­nerie, and other carpets, mats, and rugs, not made on a power-driven loom, figured or plain, whether woven as separate carpets, mats, or rugs, or in rolls of any width: Wholly or in chief value of hair of the alpaca, guanaco, huarizo, llama, misti, suri, or a combination of the hair of two or more of these species, valued per square foot: Not over $1.11-1/9",,,,,Geneva: but not less than 22.5 % ad val,15,6,,,,,12.5,6,
11,,Over $1.11-1/9,,,,,,,,,,,,,,11.25
11,,"Other, valued per square foot: Not over 66-2/3 cents",,,,,,,,,,,,15,6,
11,,Over 66-2/3 cents,,,,,,,,,,,,,,22.5
11,1116.b,"Carpets, mats, and rugs, figured or plain, whether woven as separate carpets, mats, or rugs, or in rolls of any width: Chenille Axminster",,,,,,,,30,,,,,,30
11,,"Of oriental weave or weaves, made on a power-driven loom",,,,,,,,,,,,,,25
11,1117.a,"Axminster, Brussels, velvet or tapestry, and Wilton carpets, mats, and rugs; and carpets, mats, and rugs of like character or description; all the foregoing",,,,,,,,30,,,,,,25
11,1117.c,"Floor coverings (including druggets and mats) wholly or in chief value of wool, nspf: Wholly or in chief value of hair of the Angora goat",,,,,,,,25,,,,,,25
11,,"Wholly or in chief value of hair of the alpaca, guanaco, huarizo, llama, misti, suri, or a combina­tion of the hair of two or more of these species, valued per square foot: Not over 40 cents",,,,,,,,,,,,,,15
11,,Over 40 cents,,,,,,,,,,,,,,30
11,,"Other, valued per square foot: Not over 40 cents",,,,,,,,15,,,,,,15
11,,Over 40 cents,,,,,,,,40,,,,,,40
11,1118,"Hassocks, screens, and other articles, wholly or in part of carpets, mats, or rugs, and nspf",,,,,,,,15,,,,,,15
11,1119,"Tapestries and upholstery goods (not including pile fabrics) in the piece or otherwise, wholly or in chief value of wool, and weighing per square yard: Not over 4 ounces",,,,,Geneva: no further classifications,37.5,1,25,,,,37.5,1,25
11,,"Over 4 ounces, valued per pound: Not over $2",,,,,,,,,,,,37.5,1,22.5
11,,Over $2,,,,,,,,,,,,37.5,1,17.5
11,1120,"Manufactures wholly or in chief value of wool, nspf: Cloth samples not over 104 square inches in area",,,,,,,,12.5,,,,,,12.5
11,,Other,,,,,,,,40,,,,,,40
12,1202,"Silk roving, and yarn of schappe silk, of spun silk, or of silk and rayon or other synthetic textile: Bleached, colored, dyed, or plied",,,,,,,,,,,,,,30
12,,Other,,,,,,,,,,,,,,25
12,1203,"Thrown silk not more advanced than organzine, singles, or tram",,,,,,,,,,,,,,10
12,1204,"Floss, sewing silk, silk threads or yarns of any description, and twist, made from raw silk, nspf",,,,,,,,,,,,,,20
12,1205,"Woven fabrics in the piece, wholly or in chief value of silk, over 30 inches wide and nspf, or not over 30 inches wide, whether woven with fast or split edges, including umbrella silk or Gloria cloth: With fibers wholly of silk: Bleached, colored, dyed, or printed, and valued over $5.00 per pound (except fabrics chiefly used for sten­cilling purposes in screen­process printing)",,,,,,,,25,,,,,,25
12,,"Not bleached, colored, dyed, or printed, if Jacquard-figured",,,,,,,,,,,32.5,,,32.5
12,,"With fibers chiefly but not wholly of silk: Bleached, colored, dyed, or printed: Jacquard-figured",,,,,,,,35,,,32.5,,,32.5
12,,"Not Jacquard-figured, in width: Over 30 inches",,,,,,,,30,,,,,,27.5
12,,"Not over 30 inches, valued per pound: Over $5",,,,,,,,,,,,,,27.5
12,,Not over $5,,,,,,,,,,,25,,,25
12,,"Not bleached, colored, dyed, or printed, if Jacquard-figured",,,,,,,,,,,32.5,,,32.5
12,1206.1.2.3,"Pile fabrics (including pile ribbons), whether or not the pile covers the en­tire surface, wholly or in chief value of silk, and all finished or unfin­ished articles made or cut from such fabrics; all the foregoing, whether the pile is wholly cut, wholly uncut, or partly cut",,,,,,,,25,,,,,,25
12,1207,"Braces, garters, and suspenders, wholly or in chief value of silk or of silk and india rubber, and nspf, whether or not Jacquard-figured",,,,,,,,20,,,,,,17.5
12,,"Fabrics with fast edges, not over 12 inches wide, and articles made there­from; cords, cords and tassels, tassels, and tubings; all the foregoing wholly or in chief value of silk or of silk and india rubber, and nspf, whether or not Jacquard-figured",,,,,,,,25,,,,,,22.5
12,1208,"Fabric in the piece, knit, wholly or in chief value of silk",,,,,,,,30,,,,,,27.5
12,,"Hose, half-hose, outerwear, underwear, and other articles, crocheted or knit, finished or unfinished, wholly or in chief value of silk: Gloves and mittens, valued per dozen pairs: Under $2.50",,,,,"Geneva: gloves and mittens, knit or crocheted: but not less than 30% nor more than 60% ad val",1.5,45,30,,,,,,60
12,,$2.50 or more but not over $5,,,,,,,,,,,,1.5,45,
12,,Over $5,,,,,,,,,,,,,,30
12,,Other,,,,,,,,,,,,,,30
12,1209,"Handkerchiefs and woven mufflers, wholly or in chief value of silk, finished or unfinished, valued over $5 per dozen: Not hemmed",,,,,,,,25,,,,,,25
12,,Hemmed or hemstitched,,,,,,,,27.5,,,,,,27.5
12,1210,"Wearing apparel of every description, manufactured wholly or in part, wholly or in chief value of silk, and nspf",,,,,,,,35,,,,,,32.5
12,1211,"Manufactures wholly or in chief value of silk, nspf",,,,,,,,35,,,,,,32.5
13,1301,"Filaments of rayon or other synthetic textile, grouped, nspf, weighing per length of 450 meters: Under 150 deniers, and valued per pound: Under 80 cents",,,,,Geneva: but not less than 32.5 cents per lb; not further classification on values; Annecy: not less than 22.5 cents per lb; not futher classification on piled or singels,,,27.5,,,25,20,1,
13,,80 cents or more,,,,,"Annecy: not less than 20 cents per lb; not futher classification on piled or singels, also no classification of value",,,27.5,,,25,,,25
13,,"150 deniers or more, and valued per pound: Under 88-8/9 cents",,,,,Geneva: but not less than 22.5 cents per lb; not further classification on values,,,22.5,,,22.5,20,1,
13,,88-8/9 cents or more,,,,,"Annecy: not less than 20 cents per lb; not futher classification on piled or singels, also no classification of value",,,22.5,,,22.5,,,22.5
13,,"Yarns of rayon or other synthetic textile, nspf: Not having over 20 turns twist per inch: Singles, weighing per length of 450 meters: Under 150 deniers, and valued per pound: Under $1.10",,,,,,,,,,,,27.5,1,
13,,$1.10 or more,,,,,,,,,,,,,,25
13,,"150 deniers or more, and valued per pound: Under $1",,,,,,,,,,,,22.5,1,
13,,$1 or more,,,,,,,,,,,,,,22.5
13,,"Plied, weighing per length of 450 meters: Under 150 deniers, and valued per pound: Under $1.19-2/11",,,,,Geneva: but not less than 27.5 cents per lb; not further classification on values,,,30,,,25,32.5,1,
13,,$1.18-2/11 or more,,,,,"Annecy: not less than 20 cents per lb; not futher classification on piled or singels, also no classification of value",,,30,,,25,,,27.5
13,,"150 deniers or more, and valued per pound: Under $1",,,,,"Geneva: not less than 32.5 cents per lb; no further classification on value; Annecy: no less than 20cents per lb, no further classification on value and piled",,,25,,,22.5,25,1,
13,,$1 or more,,,,,"Annecy: no less than 20cents per lb, no further classification on value and piled",,,25,,,22.5,,,25
13,,"Having over 20 turns twist per inch: Singles, weighing per length of 450 meters: Under 150 deniers, and valued per pound:­ Under $1.10",,,,,,,,,,,,50,1,
13,,$1.10 or more,,,,,,,,,,,,22.5,1,25
13,,"150 deniers or more, and valued per pound: Under $1",,,,,,,,,,,,45,1,
13,,$1 or more,,,,,,,,,,,,22.5,1,22.5
13,1301,"Yarns of rayon etc.: Having over 20 turns etc. (con.): Plied, weighing per length of 450 meters: Under 150 deniers, and valued per pound: Under $1.18-2/11",,,,,,,,,,,,55,1,
13,,$1.18-2/11 or more,,,,,,,,,,,,22.5,1,27.5
13,,"150 deniers or more, and valued per pound: Under $1",,,,,,,,,,,,47.5,1,
13,,$1 or more,,,,,,,,,,,,22.5,1,25
13,1302,Rayon or other synthetic textile: Carded or garnetted,,,,,,5,1,12.5,,,,5,1,12.5
13,,"Filaments not over 30 inches long (not including waste), whether known as cut fiber, staple fiber, or by any other name",,,,,,,,20,,,,,,15
13,,Noils,,,,,,,,12.5,,,,,,12.5
13,,"Roving, sliver, and tops",,,,,,5,,15,,,,5,1,15
13,,Waste (except waste wholly or in chief value of cellulose acetate),,,,,,,,,,,,,,5
13,1303,Spun yarn of rayon or other synthetic textile: Singles,,,,,,6.25,1,22.5,,,,6.25,1,22.5
13,,Plied,,,,,,6.25,1,25,,,,6.25,1,25
13,1304,"Yarn of rayon or other synthetic tex­ tile put up for handwork, and sewing thread of rayon or other synthetic textile, valued per pound: Under 90-10/11 cents",,,,,Geneva: but not less than 27.5 cents per lb,,,30,,,,25,1,
13,,90-10/11 cents or more,,,,,,,,,,,,,,27.5
13,1305,"Rayon or other synthetic textile in bands or strips not over 1 inch wide, suitable for the manufacture of textiles, and valued per pound: Under $1",,,,,Geneva: but not less than 27.5 cents per lb,,,25,,,,25,1,
13,,$1 or more,,,,,,,,,,,,,,25
13,1306,"Woven fabrics in the piece, wholly or in chief value of rayon or other synthetic textile, nspf, whether or not Jacquard-figured",,,,,Geneva: if more $4 per pound --- 27.5 cents per pound plus 22.5% ad val,27.5,1,45,,,,25,1,22.5
13,1307,"Pile fabrics (including pile ribbons), whether or not the pile covers the entire surface, wholly or in chief value of rayon or other synthetic textile, and finished or unfinished articles made from such fabrics; all the foregoing, whether the pile is wholly cut, wholly uncut, or partly cut",,,,,,15,1,25,,,,15,1,25
13,1308,"Fabrics with fast edges, not over 12 inches wide, and articles made there­from; braces, cords, cords and tassels, garters, suspenders, tassels, and tubings; all the foregoing wholly or in chief value of rayon or other synthetic textile, or of rayon or other synthetic textile and india rubber, and nspf, whether or not Jacquard­ figured: Ribbons with fast edges, and articles made therefrom",,,,,,27.5,1,25,,,,25,1,25
13,,Other,,,,,,,,,,,,25,1,22.5
13,1309,"Fabric in the piece, knit, wholly or in chief value of rayon or other synthetic textile",,,,,,27.5,1,30,,,,25,1,30
13,,"Wearing apparel and other articles nspf, crocheted or knit, finished or unfinished, wholly or in chief value of rayon or other synthetic textile: Berets, bonnets, caps, hats, and similar articles; hose and half-hose; and underwear",,,,,,27.5,,37,,,,25,1,35
13,,"Gloves and mittens, valued per dozen pairs: Under $1.50",,,,,,27.5,1,65,,,,25,1,65
13,,$1.50 or more,,,,,,,,,,,,25,1,32.5
13,,Other,,,,,,,,,,,,25,1,32.5
13,1310,"Handkerchiefs and woven mufflers, wholly or in chief value of rayon or other synthetic textile, finished or unfinished: Not hemmed",,,,,,27.5,1,60,,,,25,1,30
13,,Hemmed or hemstitched,,,,,,27.5,,65,,,,25,1,32.5
13,1311,"Wearing apparel of every description, manufactured wholly or in part, wholly or in chief value of rayon or other synthetic textile, and nspf",,,,,,27.5,1,35,,,,25,1,32.5
13,1312,"Manufactures of fibers, filaments, threads, or yarns, of rayon or other synthetic textile, and textile products made of bands or strips not over 1 inch wide of rayon or other synthetic textile; all the foregoing wholly on in chief value of rayon or other synthetic textile, nspf",,,,,,27.5,1,35,,,,25,1,35
14,1401,"Uncoated paper commonly or commercially known as book paper, and uncoated printing paper, nspf (not including cover paper)",,,,,,0.2,1,5,,,,0.2,1,5
14,1402,"Cardboard, compress leather or leather board, paper board, pulpboard, and wallboard; all the foregoing, not coated, cut into shapes for boxes or other articles, decorated or ornamented in any manner, embossed, friction calendered or supercalendered, laminated by means of an adhesive substance, lined or vat-lined, plate fin­ished, printed, nor surface stained or dyed, and nspf: Pulpboard in rolls for use in the manufacture of wallboard; straw­board; wallboard; and wet-machine board other than beer mat board",,,,,,,,5,,,5,,,5
14,,Other,,,,,,,,10,,,7.5,,,7.5
14,,"Deadening felt, roofing felt or felt roofing, roofing paper, sheathing felt, and sheathing paper; all the foregoing, whether or not coated or saturated",,,,,,,,5,,,,,,5
14,1403,"Filter masse or filter stock, wholly or in part of vegetable fiber, wood flour, or wood pulp",,,,,,,,15,,,,,,15
14,,"Manufactures of papier-mache, nspf",,,,,,,,,,,12.5,,,12.5
14,,"Manufactures of pulp, nspf",,,,,,,,15,,,,,,15
14,1404,"Bible and india paper, whether in sheets or any other form, weighing per ream: Not over 6 pounds",,,,,,3,1,10,,,,3,1,10
14,,Over 6 but under 10 pounds,,,,,,2.5,1,7.5,,,,2.5,1,7.5
14,,10 or more but under 20-1/2 pounds,,,,,,2,1,5,,,,2,1,5
14,,"Paper commonly or commercially known as crepe paper, including paper creped or partly creped in any manner, valued per pound: Not over 12-1/2 cents",,,,,,0.5,1,3.75,,,,1.5,1,3.75
14,,Over 12-1/2 cents,,,,,,3,1,7.5,,,,3,1,7.5
14,1404,"Papers nspf, colored or uncolored, printed or white, in sheets or any other form, conmonly or commercially known as: Bibulous paper, if valued not over 15 cents per pound, carbon paper, coated or uncoated, condenser paper, copying paper, if valued not over 15 cents per pound, pottery paper, stereotype paper, tissue paper, if valued over 15 cents per pound, or tissue paper for waxing; all the foregoing, weighing per ream: Not over 6 pounds",,,,,,,,,,,,3,1,10
14,,Over 6 but under 10 pounds,,,,,,,,,,,,2.5,1,7.5
14,,"Tissue paper (not including tissue paper for waxing) if valued not over 15 cents per pound, and weighing per ream: Not over 6 pounds",,,,,,,,,,,,1.5,1,5
14,,Over 6 but under 10 pounds,,,,,,,,,,,,1.25,1,3.75
14,,"Papers nspf, similar to (but not including) papers commonly or commercially known as bible or india paper, bibulous paper, coated or uncoated carbon paper, condenser paper, copying paper, pottery paper, stereotype paper, tis­sue paper, or tissue paper for waxing; all the foregoing, colored or uncolored, printed or white, in sheets or any other form, valued per pound: Not over 15 cents, and weighing per ream: Not over 6 pounds",,,,,,,,,,,,1.5,1,5
14,,Over 6 but under 10 pounds,,,,,,,,,,,,1.25,1,5
14,,"Over 15 cents, and weighing per ream: Not over 6 pounds",,,,,,,,,,,,3,1,10
14,,Over 6 but under 10 pounds,,,,,,,,,,,,2.5,1,7.5
14,,"Paper wadding, pulp wadding, and manufactures of either",,,,,,6,1,7.5,,,,6,1,7.5
14,1405,Papers: Cloth-lined or reinforced,,,,,,,,,2.5,1,10,2.5,1,10
14,,"Covered partly or wholly with flock or gelatin: Uncoated wrapping and other uncoated paper, with the surface or surfaces partly or wholly covered or decorated with a character, design, fancy effect, or pattern, which character, design, fancy effect, or pattern was produced otherwise than by lithographic process and otherwise than on a pa­per machine without attachments",,,,,,4.5,1,10,,,,4.5,1,10
14,,Other,,,,,"Geneva:paper with coated surface or surfaces, nspf",2.5,1,7.5,,,,2.5,1,10
14,,Covered partly or wholly with linseed oil cement,,,,,,4.5,1,10,,,,2.5,1,10
14,,"Covered partly or wholly with metal or its solutions, regardless of weight: Uncoated wrapping and other uncoated paper, with the surface or surfaces partly or wholly covered or deco­rated with a character, design, fancy effect, or pattern, which character, design, fancy effect, or pat­tern was produced otherwise than by lithographic process and otherwise than by a paper machine without attachments",,,,,,4.5,1,10,,,,4.5,1,10
14,,Other,,,,,,4.5,1,10,,,,2.5,1,10
14,,"Grease-proof and imitation parchment paper, supercalendered and rendered transparent or partially so, and all other grease-proof and imitation parchment paper nspf; all the foregoing, by whatever name known",,,,,,,,,1.5,1,7.5,1.5,1,7.5
14,,"Gumned, nspf",,,,,,,,,,,,2.5,1,
14,,"Simplex decalcomania, not printed",,,,,,0.25,1,5,,,,1.25,1,5
14,1405,"Papers (con.): Uncoated wrapping and other uncoated paper, with the surface or surfaces wholly or partly covered or decorated with a character, design fancy effect, or pattern, except characters, designs, fancy effects, or patterns produced by lithographic process or on a pa­per machine without attachments: Embossed or printed otherwise than lithographically",,,,,,4.5,1,10,,,,4.5,1,10
14,,"Other (not including any paper partly or wholly covered with flock, gelatin, metal or metal solutions)",,,,,,,,,,,,2.5,1,10
14,,Vegetable parchment,,,,,,,,,,,,1,1,5
14,,With coated surface or surfaces: Coated with paraffin or wax,,,,,,1,0.5,10,,,,1.5,1,10
14,,Embossed or printed otherwise than lithographically,,,,,,4.5,1,10,,,,2.5,1,10
14,,Nspf,,,,,,,,,,,,2.5,1,7.5
14,,"Bags and other articles, nspf, wholly or in chief value of any paper provided for heretofore in this item",,,,,,5,1,10,,,,5,1,10
14,,"Boxes of paper, paper-mache, or wood, covered or lined with: Any paper provided for heretofore in this item, but not covered or lined with vegetable fiber material",,,,,,5,1,5,,,,2.5,1,5
14,,Vegetable fiber material,,,,,,5,1,10,,,,2.5,1,10
14,,"Printed matter other than lithographic, wholly or in chief value of any paper provided for heretofore in this item, nspf",,,,,,4.5,1,10,,,,2.5,1,10
14,,"Baryta coated paper and unsensitized basic paper, to be sensitized for use in photography",,,,,,,,,,,,,,2.5
14,,"Plain basic paper ordinarily used in making paper commonly or commercially known either as blue print or as brown print, or for similar purposes",,,,,,,,10,,,,,,10
14,1405,"Sensitized paper: Commonly or commercially known as blue print or brown print, and similar sensitized paper",,,,,,,,12.5,,,,,,12.5
14,,For use in photography,,,,,,,,12,,,,,,12
14,1406,"Fashion magazines or periodicals, printed in whole or in part by lithographic process, or decorated by hand",,,,,,,,,,,,4,1,
14,,"Transparencies, printed lithographically or otherwise: In not over 5 printings",,,,,,,,15,,,,,,15
14,,In over 5 printings,,,,,,,,20,,,,,,20
14,,"All the following, if wholly or in chief value of paper lithographically printed in whole or in part from gelatin, metal, stone, or other material, and nspf: Bands (except cigar bands), flaps, and labels, not over 10 square inches cutting size in dimen­sions, if embossed or die-cut: Printed in less than 8 colors but not printed in whole or in part in metal leaf",,,,,,20,1,,,,,25,1,
14,,Printed in whole or in part in metal leaf,,,,,,32.5,1,,,,,32.5,1,
14,,Cigar bands printed in 8 or more colors but not printed in whole or in part in metal leaf,,,,,,,,,,,,25,1,
14,,"Decalcomanias: In ceramic colors, weighing per 1000 sheets on the basis of 20 by 30 inches in dimensions: Not over 100 pounds",,,,,,,,,,,,75,1,10
14,,Over 100 pounds,,,,,,,,,,,,18,1,10
14,,Other (except toy decalcomanias): Not backed with metal leaf,,,,,,,,,,,,20,1,
14,,Backed with metal leaf,,,,,,,,,,,,32.5,1,
14,,"Flaps and labels over 10 square inches cutting size in dimensions, or not over such dimensions and neither embossed nor die-cut, if printed in whole or in part in metal leaf",,,,,,,,,25,1,,30,1,
14,1406,"All the following, etc. (con.): Calendars, cards, pictures, plac­ards, and other articles (not including bands, decalcomanias, fashion magazines or periodicals, flaps, labels, or transparencies, and except boxes, music, views of American objects or scenery, and illustrations which form parts of and accompany bound or unbound books, newspapers, or periodicals): Not over 0.012 inch thick",,,,,,15,1,,,,,15,1,
14,,Over 0.020 inch thick,,,,,,5,1,,,,,5,1,
14,1407.a,"All the following, if weighing 8 pounds or more per ream: Bond paper, Japan and imitation Japan paper by whatever name known, ledger, manifold, onion­skin and imitation onionskin, record, tablet, and typewriter papers, and papers similar to any paper provided for in this item; all the foregoing: Not bordered, decorated, in any manner, embossed, lined, printed, or ruled",,,,,,1.5,1,7.5,,,,1.5,1,7.5
14,,"Bordered, embossed, lined, printed, ruled, or decorated in any manner, in the pulp or otherwise, other than by lithographic process",,,,,,1.5,1,12.5,,,,1.5,1,12.5
14,1407.a,"All the following, if weighing 8 pounds or more per ream: Bristol board made on a Fourdrinier or multicylinder machine: Not bordered, decorated in any manner, embossed, lined, printed, or ruled, if valued per pound: Not over 15 cents",,,,,,1.5,1,5,,,,1.5,1,5
14,,Over 15 cents,,,,,,1.5,1,7.5,,,,1.5,1,7.5
14,,"Bordered, decorated in any manner, embossed, lined, printed, or ruled, in the pulp or otherwise, other than by lithographic process, if valued per pound: Not over 15 cents",,,,,,,,,,,,1.5,1,10
14,,Over 15 cents,,,,,,,,,,,,1.5,1,12.5
14,,"Correspondence cards and letter, note, and writing paper: Not bordered, decorated in any manner, embossed, lined, printed, or ruled: In rolls, or in sheets of 110 square inches or more",,,,,,,,,,,,1.5,1,7.5
14,,In sheets of under 110 square inches,,,,,,,,,,,,1.5,1,10
14,,"Bordered, embossed, lined, printed, ruled, or decorated in any manner, in the pulp or otherwise, other than by lithographic process: In rolls, or in sheets of 110 square inches or more",,,,,,,,,,,,1.5,1,12.5
14,,In sheets of under 110 square inches,,,,,,,,,,,,1.5,1,15
14,1407.a,"All the following, etc. (con.): Drawing paper: Not bordered, decorated in any manner, embossed, lined, printed, or ruled, if valued per pound: Under 40 cents",,,,,,,,,,,,1.5,1,7.5
14,,40 cents or more,,,,,,1,1,5,,,,1,1,5
14,,"Bordered, embossed, lined, printed, ruled, or decorated in any manner, in the pulp or otherwise, other than by lithographic process, if valued per pound: Under 40 cents",,,,,,,,,,,,1.5,1,12.5
14,,40 cents or more,,,,,,1,1,10,,,,1,1,10
14,,"Handmade paper and paper commonly or commercially known as handmade or machine handmade paper: Not bordered, decorated in any manner, embossed, lined, printed, or ruled",,,,,,1.5,1,7.5,,,,1.5,1,7.5
14,,"Bordered, embossed, lined, printed, ruled, or decorated in any manner, in the pulp or otherwise, other than by lithographic process",,,,,,1.5,1,12.5,,,,1.5,1,12.5
14,1407.b,Papeteries,,,,,,,,15,,,,,,15
14,,"Sheets of letter, note, and writing paper, with border gummed or perforated, with or without inserts, prepared for use as combination sheets and envelopes",,,,,,,,,,,,,,20
14,1408,"Paper envelopes nspf, filled with duties or free contents or unfilled",,,,,The same rate of duty as the paper from which made and in addition thereto,,,,,,,,,
14,,"If bordered, decorated, embossed, lined, printed, or tinted",,,,,,,,5,,,,,,5
14,,If lithographed,,,,,,,,15,,,,,,15
14,,If plain,,,,,,,,2.5,,,,,,2.5
14,1409,Blotting paper,,,,,,,,7.5,,,,,,7.5
14,,"Filtering paper, valued per pound: Under 75 cents",,,,,,5,1,15,,,,5,1,15
14,,75 cents or more,,,,,,2.5,1,7.5,,,,2.5,1,7.5
14,,"Hanging paper: Colored, dyed, lithographed, or printed",,,,,,,,7.5,,,,1,1,10
14,,Other,,,,,,1,1,10,,,,,,5
14,,"Paper commonly or commercially known as cover paper, plain, uncoated, and undecorated",,,,,,,,15,,,,,,15
14,,"Paper nspf: Stencil paper, unmounted",,,,,,,,15,,,,,,15
14,,"Strawboard and straw paper, under 0.012 but not under 0.008 inch thick",,,,,,,,7.5,,,,,,7.5
14,,"Wrapping paper nspf: Strawboard and straw paper, under 0.012 but not under 0.008 inch thick, and known as wrapping paper",,,,,,,,7.5,,,,,,7.5
14,,Sulphate,,,,,,,,,,,10,,,10
14,,Sulphite,,,,,,,,,,,20,,,20
14,,Other,,,,,,,,,,,12.5,,,12.5
14,1410,"Bound and unbound books of all kinds (except those bound wholly or in part in leather), music in books or sheets, pamphlets, printed matter, and printed pages or sheets of books bound wholly or in part in leather; all the foregoing nspf: Prayer books, and printed pages or sheets of prayer books bound wholly or in part in leather: Of bona fide foreign authorship",,,,,,,,4,,,,,,4
14,,Other,,,,,,,,5,,,,,,7.5
14,,"Tourist literature containing geographic, historical, hotel, time­table, travel, or similar information, chiefly with respect to places or travel facilities outside the United States: Of bona fide foreign authorship",,,,,,,,3.75,,,,,,3.75
14,,Other,,,,,,,,6.25,,,,,,6.25
14,,Other (except diaries): Of bona fide foreign authorship,,,,,,,,10,,,,,,5
14,,Other,,,,,,,,15,,,,,,10
14,1410,"Blank books and slate books (except address books, diaries, and notebooks)",,,,,,,,12.5,,,,,,12.5
14,,"Book bindings wholly or in part of leather, nspf",,,,,,,,7.5,,,,,,7.5
14,,"Book covers wholly or in part of leather, nspf",,,,,,,,,,,15,,,15
14,,"Books of paper or other material for children's use, printed lithographically or otherwise, weighing not over 24 ounces each, with reading matter other than descriptive words, letters, or numerals",,,,,,,,7.5,,,,,,7.5
14,,"Charts, drawings, engravings, etchings, maps, and photographs: Containing additional text convey­ing geographic, historical, hotel, time-table, travel, or similar information, chiefly with respect to places or travel facilities outside the continental United States",,,,,,,,6.25,,,,,,6.25
14,,Other,,,,,,,,12.5,,,,,,12.5
14,,"Greeting cards, place cards, tally cards, valentines, and all other social and gift cards, including book­lets, cutouts, folders, and other forms, wholly or partly manufactured: With greeting, title, or other wording",,,,,,,,22.5,,,,,,22.5
14,,Other,,,,,,,,15,,,,,,15
14,,"Post cards (not including American views), decorated, embossed, plain, or printed otherwise than by lithographic process",,,,,,,,,,,25,,,15
14,1411,"Autograph, photograph, postage-stamp, post-card, and scrap albums, and albums for phonograph records, wholly or partly manufactured",,,,,,,,20,,,,,,20
14,1412,Playing cards,,,,,,5,46,5,,,,5,46,5
14,1413,"Boxes wholly or in chief value or paper, paper board, or papier-mache, and nspf",,,,,,,,,,,,,,17.5
14,,"Cardboard, compress leather or leather­board, paper board, papers, and pulp­board; all the foregoing, cut, die-cut, embossed, or stamped into designs or shapes, such as bands, borders, ini­tials, lace, monograms, strips, or other forms, or cut or shaped for boxes or other articles, plain or printed, but not lithographed, and nspf",,,,,"Geneva: boxes, composed wholly or in chief value of paper, paper-mache or paper board, and nspf ---17.5%ad val",,,15,,,,,,15
14,,"Cardboard, compress leather or leather­board, paper board, and pulpboard; all the foregoing, coated, decorated or ornamented in any manner, embossed, friction calendered or supercalen­dered, laminated by means of an adhesive substance, lined or vat-lined, plate finished, printed, or surface stained or dyed: Pulpboard in rolls for use in the manufacture of wallboard, if em­bossed, lined or vat-lined, printed, or surface stained or dyed",,,,,,,,10,,,,,,7.5
14,,"Other, valued per ton of 2000 pounds: Under $48.33-1/3",,,,,,,,,,,,,,15
14,,$48.33-1/3 or more but not over $96.66-2/3,,,,,,,,,,,,7.25,47,
14,,Over $96.66-2/3,,,,,,,,,,,,,,7.5
14,,Container or test boards of a bursting strength over 60 pounds per square inch by the Mullen or the Webb test,,,,,,,,10,,,,,,10
14,,"Manufactures wholly or in chief value of paper, nspf: Fly ribbons or ribbon fly catchers",,,,,,,,27.5,,,,,,20
14,,Other,,,,,,,,,,,17.5,,,17.5
14,,Press boards and press paper,,,,,,,,15,,,,,,15
14,,"Stereotype-matrix board or mat, valued not over 1/45 cent per square inch",,,,,,,,,,,,,,20
14,1413,"Tubes wholly or in chief value of paper, commonly used for holding thread or yarn: Parallel",,,,,,,,,,,,0.5,1,12.5
14,,Tapered,,,,,,,,,,,,2,1,25
14,,"Wall pockets, wholly or in chief value of paper, paper board, or papier-mache, whether or not die-cut, embossed, or printed lithographically or otherwise",,,,,,,,17.5,,,,,,17.5
15,1501.a,"Cloth, cord, rope, rovings, slivers, tape, tubing, wick, and yarn, of asbestos or of asbestos and any other spinnable fiber, with or without wire and all manufactures of any of the foregoing",,,,,,,,10,,,,,,10
15,1501.b,"Formed, molded, or pressed articles in part of asbestos, containing any binding agent, coating, or filler, other than hydraulic cement or synthetic resin",,,,,,,,10,,,,,,10
15,1501.c,"Asbestos shingles and articles in part of asbestos, containing hydraulic cement or hydraulic cement and other material: Coated, colored, decorated, or impregnated, in any manner",,,,,,0.3,1,,,,,0.375,1,
15,,Other,,,,,,0.375,1,,,,,0.3,1,
15,1501.d,Other manufactures of which asbestos is the component material of chief value,,,,,,,,12.5,,,,,,12.5
15,1502,"All the following, of whatever material composed, finished or unfinished, primarily designed for use in physical exercise (whether or not such exercise involves the element of sport), and nspf: Boxing gloves",,,,,,,,15,,,,,,15
15,,"Footballs and other ball s (not including baseballs, golf balls, or tennis balls), if not wholly or in chief value of rubber",,,,,,,,10,,,,,,10
15,,Golf balls and lawn-tennis balls,,,,,,,,20,,,,,,15
15,,Table tennis balls,,,,,,,,20,,,,,,20
15,,"Bats, clubs, golf tees, rackets, and other equipment, such as is ordinarily, used in conjunction with boxing gloves or balls primarily designed for use in physical exercise, nspf: Croquet mallets, field-hockey, guards and sticks, polo mallets, soccer guards, table-tennis bats, and tennis nets",,,,,,,,20,,,,,,10
15,,Lacrosse sticks,,,,,,,,,,,,,,7.5
15,,Tennis rackets,,,,,,,,17.5,,,,,,17.5
